COUNTY,fips,cases
Pickett,47137,2199
Polk,47139,5653
Putnam,47141,29794
Rhea,47143,11827
Roane,47145,19723
Robertson,47147,26155
Rutherford,47149,117169
Scott,47151,12265
Sequatchie,47153,5173
Sevier,47155,36722
Shelby,47157,299174
Smith,47159,7343
Stewart,47161,3774
Sullivan,47163,60449
Sumner,47165,65693
Tipton,47167,22077
Trousdale,47169,4747
Unicoi,47171,6827
Union,47173,7015
Unknown,,38573
Van Buren,47175,2261
Warren,47177,15853
Washington,47179,50046
Wayne,47181,6890
Weakley,47183,11870
White,47185,9895
Williamson,47187,76297
Wilson,47189,51673
Anderson,48001,11271
Andrews,48003,4475
Angelina,48005,15726
Aransas,48007,5727
Archer,48009,2621
Armstrong,48011,649
Atascosa,48013,15349
Austin,48015,7174
Bailey,48017,1727
Bandera,48019,4195
Bastrop,48021,26036
Baylor,48023,905
Bee,48025,10400
Bell,48027,89430
Bexar,48029,703018
Blanco,48031,3264
Borden,48033,116
Bosque,48035,4636
Bowie,48037,23976
Brazoria,48039,118867
Brazos,48041,77692
Brewster,48043,1519
Briscoe,48045,566
Brooks,48047,2180
Brown,48049,15863
Burleson,48051,5651
Burnet,48053,13208
Caldwell,48055,17089
Calhoun,48057,6999
Callahan,48059,3521
Cameron,48061,130760
Camp,48063,3558
Carson,48065,1546
Cass,48067,8895
Castro,48069,2705
Chambers,48071,13106
Cherokee,48073,9165
Childress,48075,3191
Clay,48077,2496
Cochran,48079,985
Coke,48081,1120
Coleman,48083,2030
Collin,48085,279271
Collingsworth,48087,893
Colorado,48089,4605
Comal,48091,46675
Comanche,48093,4159
Concho,48095,1330
Cooke,48097,8391
Coryell,48099,21301
Cottle,48101,393
Crane,48103,1669
Crockett,48105,1525
Crosby,48107,2074
Culberson,48109,578
Dallam,48111,2067
Dallas,48113,691452
Dawson,48115,3423
DeWitt,48123,6658
Deaf Smith,48117,6221
Delta,48119,9912
Denton,48121,268462
Dickens,48125,503
Dimmit,48127,6234
Donley,48129,1276
Duval,48131,4439
Eastland,48133,3403
Ector,48135,45994
Edwards,48137,560
El Paso,48141,243766
Ellis,48139,57662
Erath,48143,9875
Falls,48145,4332
Fannin,48147,8174
Fayette,48149,5300
Fisher,48151,705
Floyd,48153,2186
Foard,48155,237
Fort Bend,48157,254119
Franklin,48159,2650
Freestone,48161,4084
Frio,48163,7956
Gaines,48165,1713
Galveston,48167,115786
Garza,48169,1341
Gillespie,48171,6195
Glasscock,48173,246
Goliad,48175,1756
Gonzales,48177,5248
Gray,48179,6734
Grayson,48181,32126
Gregg,48183,22458
Grimes,48185,9519
Guadalupe,48187,44790
Hale,48189,7266
Hall,48191,1220
Hamilton,48193,2059
Hansford,48195,2208
Hardeman,48197,642
Hardin,48199,15248
Harris,48201,1311587
Harrison,48203,15618
Hartley,48205,1286
Haskell,48207,1126
Hays,48209,78958
Hemphill,48211,1419
Henderson,48213,17696
Hidalgo,48215,266179
Hill,48217,9424
Hockley,48219,8756
Hood,48221,14835
Hopkins,48223,8613
Houston,48225,4883
Howard,48227,8305
Hudspeth,48229,1364
Hunt,48231,20145
Hutchinson,48233,6766
Irion,48235,624
Jack,48237,1692
Jackson,48239,3883
Jasper,48241,9333
Jeff Davis,48243,278
Jefferson,48245,64872
Jim Hogg,48247,3765
Jim Wells,48249,14527
Johnson,48251,52563
Jones,48253,6149
Karnes,48255,6518
Kaufman,48257,42146
Kendall,48259,9929
Kenedy,48261,103
Kent,48263,225
Kerr,48265,10703
Kimble,48267,992
King,48269,60
Kinney,48271,774
Kleberg,48273,9565
Knox,48275,626
La Salle,48283,2530
Lamar,48277,15254
Lamb,48279,4701
Lampasas,48281,5920
Lavaca,48285,5025
Lee,48287,5156
Leon,48289,3924
Liberty,48291,23176
Limestone,48293,5748
Lipscomb,48295,770
Live Oak,48297,2380
Llano,48299,4916
Loving,48301,410
Lubbock,48303,113353
Lynn,48305,1694
Madison,48313,3922
Marion,48315,2049
Martin,48317,1398
Mason,48319,1110
Matagorda,48321,10517
Maverick,48323,25374
McCulloch,48307,1992
McLennan,48309,73728
McMullen,48311,196
Medina,48325,12419
Menard,48327,661
Midland,48329,48207
Milam,48331,6206
Mills,48333,1507
Mitchell,48335,2145
Montague,48337,5296
Montgomery,48339,171753
Moore,48341,5967
Morris,48343,2983
Motley,48345,296
Nacogdoches,48347,14909
Navarro,48349,14852
Newton,48351,1991
Nolan,48353,2979
Nueces,48355,114639
Ochiltree,48357,2616
Oldham,48359,614
Orange,48361,18485
Palo Pinto,48363,7945
Panola,48365,5743
Parker,48367,39875
Parmer,48369,2567
Pecos,48371,3582
Pending County Assignment,48999,65
Polk,48373,9482
Potter,48375,43604
Presidio,48377,1271
Rains,48379,2092
Randall,48381,47227
Reagan,48383,998
Real,48385,978
Red River,48387,2713
Reeves,48389,5880
Refugio,48391,2340
Roberts,48393,190
Robertson,48395,4973
Rockwall,48397,31815
Runnels,48399,2669
Rusk,48401,12501
Sabine,48403,1671
San Augustine,48405,1167
San Jacinto,48407,6538
San Patricio,48409,16634
San Saba,48411,1522
Schleicher,48413,672
Scurry,48415,5991
Shackelford,48417,1119
Shelby,48419,5371
Sherman,48421,436
Smith,48423,49568
Somervell,48425,2211
Starr,48427,25359
Stephens,48429,2305
Sterling,48431,338
Stonewall,48433,409
Sutton,48435,992
Swisher,48437,2623
Tarrant,48439,689133
Taylor,48441,44533
Terrell,48443,155
Terry,48445,2305
Throckmorton,48447,298
Titus,48449,10117
Tom Green,48451,42680
Travis,48453,320831
Trinity,48455,3265
Tyler,48457,5540
Unknown,,5304
Upshur,48459,8933
Upton,48461,991
Uvalde,48463,11374
Val Verde,48465,15347
Van Zandt,48467,11470
Victoria,48469,25122
Walker,48471,24626
Waller,48473,11614
Ward,48475,3316
Washington,48477,10653
Webb,48479,106910
Wharton,48481,11849
Wheeler,48483,1292
Wichita,48485,40944
Wilbarger,48487,4170
Willacy,48489,9001
Williamson,48491,170909
Wilson,48493,12516
Winkler,48495,2206
Wise,48497,19543
Wood,48499,8333
Yoakum,48501,1223
Young,48503,4470
Zapata,48505,4406
Zavala,48507,4384
Beaver,49001,1813
Box Elder,49003,16086
Cache,49005,41749
Carbon,49007,6073
Daggett,49009,168
Davis,49011,120188
Duchesne,49013,5101
Emery,49015,2967
Garfield,49017,1114
Grand,49019,2800
Iron,49021,16640
Juab,49023,3300
Kane,49025,1615
Millard,49027,3689
Morgan,49029,3245
Piute,49031,359
Rich,49033,381
Salt Lake,49035,411051
San Juan,49037,5161
Sanpete,49039,9028
Sevier,49041,6063
Summit,49043,16004
Tooele,49045,25097
Uintah,49047,9544
Unknown,,5946
Utah,49049,226463
Wasatch,49051,12236
Washington,49053,51162
Wayne,49055,537
Weber,49057,86404
Addison,50001,7054
Bennington,50003,12503
Caledonia,50005,6555
Chittenden,50007,40056
Essex,50009,1466
Franklin,50011,11795
Grand Isle,50013,1303
Lamoille,50015,4374
Orange,50017,5173
Orleans,50019,7178
Rutland,50021,17342
Unknown,,2961
Washington,50023,14329
Windham,50025,9021
Windsor,50027,11841
St. Croix,78010,12992
St. John,78020,1054
St. Thomas,78030,10792
Accomack,51001,9132
Albemarle,51003,25463
Alexandria city,51510,45628
Alleghany,51005,4572
Amelia,51007,3584
Amherst,51009,9645
Appomattox,51011,5028
Arlington,51013,66812
Augusta,51015,24538
Bath,51017,1083
Bedford,51019,22232
Bland,51021,2406
Botetourt,51023,10000
Bristol city,51520,6213
Brunswick,51025,4095
Buchanan,51027,6199
Buckingham,51029,4986
Buena Vista city,51530,2334
Campbell,51031,17727
Caroline,51033,9049
Carroll,51035,9794
Charles City,51036,1718
Charlotte,51037,3439
Charlottesville city,51540,12476
Chesapeake city,51550,64449
Chesterfield,51041,100249
Clarke,51043,3519
Colonial Heights city,51570,6351
Covington city,51580,1917
Craig,51045,1450
Culpeper,51047,14456
Cumberland,51049,1843
Danville city,51590,14786
Dickenson,51051,4895
Dinwiddie,51053,7526
Emporia city,51595,1663
Essex,51057,2837
Fairfax,51059,261829
Fairfax city,51600,2746
Falls Church city,51610,3514
Fauquier,51061,16647
Floyd,51063,3725
Fluvanna,51065,6908
Franklin,51067,14156
Franklin city,51620,2680
Frederick,51069,26788
Fredericksburg city,51630,7265
Galax city,51640,3298
Giles,51071,5295
Gloucester,51073,9658
Goochland,51075,5796
Grayson,51077,5664
Greene,51079,5088
Greensville,51081,3911
Halifax,51083,9678
Hampton city,51650,38795
Hanover,51085,29120
Harrisonburg city,51660,15312
Henrico,51087,91669
Henry,51089,16067
Highland,51091,496
Hopewell city,51670,7856
Isle of Wight,51093,9235
James City,51095,21315
King George,51099,6914
King William,51101,4736
King and Queen,51097,1475
Lancaster,51103,2344
Lee,51105,8493
Lexington city,51678,2736
Loudoun,51107,98014
Louisa,51109,8948
Lunenburg,51111,3376
Lynchburg city,51680,24446
Madison,51113,3177
Manassas Park city,51685,4913
Manassas city,51683,11898
Martinsville city,51690,4590
Mathews,51115,2069
Mecklenburg,51117,7916
Middlesex,51119,2536
Montgomery,51121,25179
Nelson,51125,3261
New Kent,51127,5979
Newport News city,51700,49916
Norfolk city,51710,54110
Northampton,51131,2912
Northumberland,51133,2716
Norton city,51720,1620
Nottoway,51135,5686
Orange,51137,9200
Page,51139,7077
Patrick,51141,4995
Petersburg city,51730,10253
Pittsylvania,51143,19172
Poquoson city,51735,2985
Portsmouth city,51740,26712
Powhatan,51145,6390
Prince Edward,51147,6824
Prince George,51149,11605
Prince William,51153,128216
Pulaski,51155,10993
Radford city,51750,5210
Rappahannock,51157,1372
Richmond,51159,2924
Richmond city,51760,61462
Roanoke,51161,28412
Roanoke city,51770,28390
Rockbridge,51163,5204
Rockingham,51165,19195
Russell,51167,9547
Salem city,51775,7312
Scott,51169,7710
Shenandoah,51171,14081
Smyth,51173,12137
Southampton,51175,4506
Spotsylvania,51177,35441
Stafford,51179,42242
Staunton city,51790,7877
Suffolk city,51800,24493
Surry,51181,1436
Sussex,51183,2928
Tazewell,51185,14064
Unknown,,2328
Virginia Beach city,51810,115911
Warren,51187,11508
Washington,51191,18263
Waynesboro city,51820,7565
Westmoreland,51193,4354
Williamsburg city,51830,2327
Winchester city,51840,8189
Wise,51195,13997
Wythe,51197,9738
York,51199,13886
Adams,53001,5661
Asotin,53003,5640
Benton,53005,62228
Chelan,53007,24252
Clallam,53009,15857
Clark,53011,112382
Columbia,53013,759
Cowlitz,53015,27414
Douglas,53017,13369
Ferry,53019,1842
Franklin,53021,36912
Garfield,53023,506
Grant,53025,33011
Grays Harbor,53027,20534
Island,53029,13850
Jefferson,53031,4948
King,53033,552227
Kitsap,53035,53019
Kittitas,53037,10439
Klickitat,53039,4334
Lewis,53041,20930
Lincoln,53043,2698
Mason,53045,15889
Okanogan,53047,10799
Pacific,53049,4872
Pend Oreille,53051,2987
Pierce,53053,246428
San Juan,53055,2009
Skagit,53057,28928
Skamania,53059,1802
Snohomish,53061,206308
Spokane,53063,155006
Stevens,53065,10168
Thurston,53067,63674
Unknown,,2021
Wahkiakum,53069,641
Walla Walla,53071,19137
Whatcom,53073,49360
Whitman,53075,10137
Yakima,53077,83968
Barbour,54001,5987
Berkeley,54003,45266
Boone,54005,8772
Braxton,54007,5009
Brooke,54009,6326
Cabell,54011,34122
Calhoun,54013,2269
Clay,54015,2725
Doddridge,54017,2508
Fayette,54019,17000
Gilmer,54021,2542
Grant,54023,4853
Greenbrier,54025,12953
Hampshire,54027,7352
Hancock,54029,8476
Hardy,54031,5740
Harrison,54033,26263
Jackson,54035,8868
Jefferson,54037,18673
Kanawha,54039,59402
Lewis,54041,6992
Lincoln,54043,7312
Logan,54045,12992
Marion,54049,20465
Marshall,54051,11261
Mason,54053,8995
McDowell,54047,7494
Mercer,54055,23582
Mineral,54057,10312
Mingo,54059,10031
Monongalia,54061,31607
Monroe,54063,5958
Morgan,54065,5247
Nicholas,54067,9409
Ohio,54069,13965
Pendleton,54071,2365
Pleasants,54073,2508
Pocahontas,54075,2573
Preston,54077,11130
Putnam,54079,20922
Raleigh,54081,30797
Randolph,54083,12176
Ritchie,54085,3063
Roane,54087,4542
Summers,54089,3896
Taylor,54091,5990
Tucker,54093,2452
Tyler,54095,2744
Upshur,54097,9010
Wayne,54099,11752
Webster,54101,2870
Wetzel,54103,5502
Wirt,54105,1748
Wood,54107,28144
Wyoming,54109,9770
Adams,55001,5872
Ashland,55003,4177
Barron,55005,16163
Bayfield,55007,4391
Brown,55009,103317
Buffalo,55011,4202
Burnett,55013,5155
Calumet,55015,16935
Chippewa,55017,22267
Clark,55019,9126
Columbia,55021,19740
Crawford,55023,5372
Dane,55025,179926
Dodge,55027,33096
Door,55029,8807
Douglas,55031,14503
Dunn,55033,15646
Eau Claire,55035,36752
Florence,55037,1352
Fond du Lac,55039,39366
Forest,55041,3373
Grant,55043,15549
Green,55045,11696
Green Lake,55047,6411
Iowa,55049,6912
Iron,55051,1824
Jackson,55053,6965
Jefferson,55055,26984
Juneau,55057,9446
Kenosha,55059,56800
Kewaunee,55061,6848
La Crosse,55063,43776
Lafayette,55065,4462
Langlade,55067,6780
Lincoln,55069,9084
Manitowoc,55071,25224
Marathon,55073,49655
Marinette,55075,14625
Marquette,55077,4650
Menominee,55078,2421
Milwaukee,55079,342445
Monroe,55081,14796
Oconto,55083,13398
Oneida,55085,11022
Outagamie,55087,64753
Ozaukee,55089,27937
Pepin,55091,2308
Pierce,55093,13541
Polk,55095,15192
Portage,55097,22942
Price,55099,4103
Racine,55101,71443
Richland,55103,5014
Rock,55105,55549
Rusk,55107,4198
Sauk,55111,21043
Sawyer,55113,6075
Shawano,55115,14378
Sheboygan,55117,39587
St. Croix,55109,30733
Taylor,55119,5814
Trempealeau,55121,9995
Vernon,55123,7705
Vilas,55125,6518
Walworth,55127,33459
Washburn,55129,5052
Washington,55131,46996
Waukesha,55133,140097
Waupaca,55135,16405
Waushara,55137,7669
Winnebago,55139,64105
Wood,55141,27134
Albany,56001,11596
Big Horn,56003,3095
Campbell,56005,13947
Carbon,56007,5028
Converse,56009,3690
Crook,56011,1579
Fremont,56013,16899
Goshen,56015,4603
Hot Springs,56017,1441
Johnson,56019,2382
Laramie,56021,31652
Lincoln,56023,4909
Natrona,56025,25848
Niobrara,56027,863
Park,56029,7727
Platte,56031,2302
Sheridan,56033,10025
Sublette,56035,2322
Sweetwater,56037,12512
Teton,56039,12143
Uinta,56041,6415
Washakie,56043,2756
Weston,56045,1906
Autauga,1001,19799
Baldwin,1003,69961
Barbour,1005,7496
Bibb,1007,8100
Blount,1009,18719
Bullock,1011,3031
Butler,1013,6558
Calhoun,1015,41455
Chambers,1017,10876
Cherokee,1019,6767
Chilton,1021,13015
Choctaw,1023,2259
Clarke,1025,8554
Clay,1027,5171
Cleburne,1029,4433
Coffee,1031,17198
Colbert,1033,21329
Conecuh,1035,3612
Coosa,1037,3780
Covington,1039,11811
Crenshaw,1041,4742
Cullman,1043,31549
Dale,1045,16530
Dallas,1047,11036
DeKalb,1049,22530
Elmore,1051,29866
Escambia,1053,12406
Etowah,1055,34248
Fayette,1057,5890
Franklin,1059,12055
Geneva,1061,7974
Greene,1063,2313
Hale,1065,5734
Henry,1067,5875
Houston,1069,32707
Jackson,1071,18395
Jefferson,1073,239035
Lamar,1075,4740
Lauderdale,1077,30449
Lawrence,1079,9402
Lee,1081,47709
Limestone,1083,32189
Lowndes,1085,3372
Macon,1087,5304
Madison,1089,116214
Marengo,1091,6102
Marion,1093,10119
Marshall,1095,33009
Mobile,1097,135098
Monroe,1099,6750
Montgomery,1101,73937
Morgan,1103,46613
Perry,1105,2683
Pickens,1107,6354
Pike,1109,9270
Randolph,1111,6538
Russell,1113,13041
Shelby,1117,78212
St. Clair,1115,33336
Sumter,1119,3182
Talladega,1121,28647
Tallapoosa,1123,14626
Tuscaloosa,1125,71051
Walker,1127,24180
Washington,1129,4400
Wilcox,1131,3660
Winston,1133,9427
Aleutians East Borough,2013,1328
Aleutians West Census Area,2016,1993
Anchorage,2020,123977
Bethel Census Area,2050,13148
Bristol Bay plus Lake and Peninsula,2997,1233
Denali Borough,2068,1794
Dillingham Census Area,2070,2272
Fairbanks North Star Borough,2090,33564
Haines Borough,2100,802
Juneau City and Borough,2110,11980
Kenai Peninsula Borough,2122,22581
Ketchikan Gateway Borough,2130,5131
Kodiak Island Borough,2150,5887
Kusilvak Census Area,2158,4965
Matanuska-Susitna Borough,2170,40707
Nome Census Area,2180,7637
North Slope Borough,2185,5527
Northwest Arctic Borough,2188,5869
Petersburg Borough,2195,924
Prince of Wales-Hyder Census Area,2198,1837
Sitka City and Borough,2220,3505
Skagway Municipality,2230,664
Southeast Fairbanks Census Area,2240,2479
Unknown,,1822
Valdez-Cordova Census Area,2261,3712
Wrangell City and Borough,2275,804
Yakutat plus Hoonah-Angoon,2998,977
Yukon-Koyukuk Census Area,2290,1774
Unknown,,8309
Apache,4001,36477
Cochise,4003,39145
Coconino,4005,52915
Gila,4007,21428
Graham,4009,14117
Greenlee,4011,2727
La Paz,4012,6097
Maricopa,4013,1532937
Mohave,4015,67521
Navajo,4017,48527
Pima,4019,317952
Pinal,4021,157221
Santa Cruz,4023,19638
Yavapai,4025,60411
Yuma,4027,71293
Arkansas,5001,7013
Ashley,5003,6255
Baxter,5005,10739
Benton,5007,77493
Boone,5009,11304
Bradley,5011,3597
Calhoun,5013,1197
Carroll,5015,7293
Chicot,5017,3125
Clark,5019,6426
Clay,5021,5154
Cleburne,5023,8065
Cleveland,5025,2684
Columbia,5027,6797
Conway,5029,6618
Craighead,5031,47435
Crawford,5033,18667
Crittenden,5035,16717
Cross,5037,5761
Dallas,5039,2070
Desha,5041,3659
Drew,5043,5645
Faulkner,5045,43060
Franklin,5047,4494
Fulton,5049,3112
Garland,5051,27112
Grant,5053,5258
Greene,5055,19820
Hempstead,5057,5645
Hot Spring,5059,13067
Howard,5061,4660
Independence,5063,12812
Izard,5065,4730
Jackson,5067,7291
Jefferson,5069,22384
Johnson,5071,8209
Lafayette,5073,1510
Lawrence,5075,6535
Lee,5077,3346
Lincoln,5079,5504
Little River,5081,3890
Logan,5083,6075
Lonoke,5085,24045
Madison,5087,4866
Marion,5089,4106
Miller,5091,11636
Mississippi,5093,16442
Monroe,5095,2311
Montgomery,5097,1775
Nevada,5099,2777
Newton,5101,2055
Ouachita,5103,6779
Perry,5105,3020
Phillips,5107,5890
Pike,5109,2965
Poinsett,5111,10128
Polk,5113,4654
Pope,5115,20974
Prairie,5117,2418
Pulaski,5119,128164
Randolph,5121,6466
Saline,5125,37232
Scott,5127,2863
Searcy,5129,2575
Sebastian,5131,39367
Sevier,5133,7125
Sharp,5135,5718
St. Francis,5123,8569
Stone,5137,3711
Union,5139,11312
Unknown,,33674
Van Buren,5141,4348
Washington,5143,81088
White,5145,27147
Woodruff,5147,2276
Yell,5149,7599
Alameda,6001,403345
Alpine,6003,143
Amador,6005,11575
Butte,6007,52048
Calaveras,6009,9670
Colusa,6011,5381
Contra Costa,6013,296358
Del Norte,6015,8421
El Dorado,6017,39227
Fresno,6019,330036
Glenn,6021,7820
Humboldt,6023,29338
Imperial,6025,89394
Inyo,6027,6081
Kern,6029,311476
Kings,6031,67447
Lake,6033,14954
Lassen,6035,11709
Los Angeles,6037,3721923
Madera,6039,55299
Marin,6041,55046
Mariposa,6043,4552
Mendocino,6045,21759
Merced,6047,89588
Modoc,6049,1332
Mono,6051,3633
Monterey,6053,122567
Napa,6055,36059
Nevada,6057,22530
Orange,6059,790683
Placer,6061,91594
Plumas,6063,4296
Riverside,6065,777905
Sacramento,6067,410319
San Benito,6069,18817
San Bernardino,6071,746074
San Diego,6073,1069550
San Francisco,6075,210465
San Joaquin,6077,227522
San Luis Obispo,6079,74765
San Mateo,6081,195057
Santa Barbara,6083,120158
Santa Clara,6085,498714
Santa Cruz,6087,72585
Shasta,6089,44847
Sierra,6091,372
Siskiyou,6093,8921
Solano,6095,123004
Sonoma,6097,119793
Stanislaus,6099,168668
Sutter,6101,28337
Tehama,6103,17896
Trinity,6105,1983
Tulare,6107,169195
Tuolumne,6109,18160
Ventura,6111,239500
Yolo,6113,55081
Yuba,6115,21969
Adams,8001,166859
Alamosa,8003,5977
Arapahoe,8005,197677
Archuleta,8007,3540
Baca,8009,1031
Bent,8011,3010
Boulder,8013,91691
Broomfield,8014,18444
Chaffee,8015,5676
Cheyenne,8017,393
Clear Creek,8019,1935
Conejos,8021,2312
Costilla,8023,971
Crowley,8025,3559
Custer,8027,840
Delta,8029,7221
Denver,8031,225759
Dolores,8033,424
Douglas,8035,101224
Eagle,8037,18875
El Paso,8041,238005
Elbert,8039,5849
Fremont,8043,18900
Garfield,8045,18073
Gilpin,8047,1177
Grand,8049,4069
Gunnison,8051,3972
Hinsdale,8053,162
Huerfano,8055,1777
Jackson,8057,196
Jefferson,8059,161234
Kiowa,8061,392
Kit Carson,8063,1880
La Plata,8067,15902
Lake,8065,2205
Larimer,8069,109760
Las Animas,8071,4431
Lincoln,8073,2383
Logan,8075,8669
Mesa,8077,51991
Mineral,8079,312
Moffat,8081,3747
Montezuma,8083,7715
Montrose,8085,11206
Morgan,8087,6994
Otero,8089,5334
Ouray,8091,1127
Park,8093,3506
Phillips,8095,1127
Pitkin,8097,8086
Prowers,8099,3242
Pueblo,8101,62250
Rio Blanco,8103,2242
Rio Grande,8105,3647
Routt,8107,7916
Saguache,8109,1534
San Juan,8111,316
San Miguel,8113,2717
Sedgwick,8115,586
Summit,8117,12080
Teller,8119,5928
Washington,8121,1263
Weld,8123,106524
Yuma,8125,2348
Fairfield,9001,264752
Hartford,9003,237544
Litchfield,9005,41890
Middlesex,9007,38915
New Haven,9009,258306
New London,9011,74100
Tolland,9013,27965
Unknown,,3278
Windham,9015,31447
Kent,10001,64619
New Castle,10003,188259
Sussex,10005,78578
Unknown,,1070
District of Columbia,11001,178106
Alachua,12001,89614
Baker,12003,10733
Bay,12005,55432
Bradford,12007,9233
Brevard,12009,174846
Broward,12011,773219
Calhoun,12013,4940
Charlotte,12015,48782
Citrus,12017,39071
Clay,12019,67274
Collier,12021,105399
Columbia,12023,25712
DeSoto,12027,11318
Dixie,12029,4934
Duval,12031,317809
Escambia,12033,94491
Flagler,12035,28937
Franklin,12037,3550
Gadsden,12039,17841
Gilchrist,12041,5658
Glades,12043,2307
Gulf,12045,5026
Hamilton,12047,4567
Hardee,12049,10367
Hendry,12051,13826
Hernando,12053,53794
Highlands,12055,30726
Hillsborough,12057,479357
Holmes,12059,6351
Indian River,12061,42690
Jackson,12063,18291
Jefferson,12065,5034
Lafayette,12067,3158
Lake,12069,108896
Lee,12071,241385
Leon,12073,113603
Levy,12075,12803
Liberty,12077,2998
Madison,12079,7024
Manatee,12081,122931
Marion,12083,105676
Martin,12085,40558
Miami-Dade,12086,1547142
Monroe,12087,22541
Nassau,12089,27262
Okaloosa,12091,61967
Okeechobee,12093,12461
Orange,12095,474111
Osceola,12097,143893
Palm Beach,12099,479806
Pasco,12101,159666
Pinellas,12103,275669
Polk,12105,260323
Putnam,12107,21210
Santa Rosa,12113,59197
Sarasota,12115,121030
Seminole,12117,132005
St. Johns,12109,78491
St. Lucie,12111,96059
Sumter,12119,30197
Suwannee,12121,15999
Taylor,12123,8111
Union,12125,5130
Unknown,,280
Volusia,12127,150509
Wakulla,12129,12199
Walton,12131,19725
Washington,12133,7725
Appling,13001,5278
Atkinson,13003,2452
Bacon,13005,4103
Baker,13007,655
Baldwin,13009,11234
Banks,13011,4631
Barrow,13013,26099
Bartow,13015,35569
Ben Hill,13017,5025
Berrien,13019,5887
Bibb,13021,45533
Bleckley,13023,3953
Brantley,13025,4700
Brooks,13027,4074
Bryan,13029,11242
Bulloch,13031,17918
Burke,13033,6321
Butts,13035,7689
Calhoun,13037,1590
Camden,13039,13681
Candler,13043,2599
Carroll,13045,28534
Catoosa,13047,17111
Charlton,13049,3492
Chatham,13051,79868
Chattahoochee,13053,7935
Chattooga,13055,7619
Cherokee,13057,75910
Clarke,13059,35396
Clay,13061,628
Clayton,13063,78090
Clinch,13065,2460
Cobb,13067,217246
Coffee,13069,11814
Colquitt,13071,13673
Columbia,13073,43359
Cook,13075,5731
Coweta,13077,41302
Crawford,13079,2233
Crisp,13081,5623
Dade,13083,3980
Dawson,13085,8425
DeKalb,13089,193738
Decatur,13087,8647
Dodge,13091,5966
Dooly,13093,2859
Dougherty,13095,24581
Douglas,13097,43566
Early,13099,3155
Echols,13101,1057
Effingham,13103,16458
Elbert,13105,5349
Emanuel,13107,6800
Evans,13109,2849
Fannin,13111,5798
Fayette,13113,29728
Floyd,13115,32316
Forsyth,13117,68153
Franklin,13119,6261
Fulton,13121,277252
Gilmer,13123,8316
Glascock,13125,730
Glynn,13127,27326
Gordon,13129,19910
Grady,13131,6884
Greene,13133,4770
Gwinnett,13135,258019
Habersham,13137,11632
Hall,13139,64784
Hancock,13141,1954
Haralson,13143,6341
Harris,13145,7133
Hart,13147,5661
Heard,13149,2594
Henry,13151,72176
Houston,13153,49507
Irwin,13155,2248
Jackson,13157,25043
Jasper,13159,3799
Jeff Davis,13161,4362
Jefferson,13163,4262
Jenkins,13165,1797
Johnson,13167,2653
Jones,13169,6045
Lamar,13171,5858
Lanier,13173,2704
Laurens,13175,16481
Lee,13177,8761
Liberty,13179,15832
Lincoln,13181,1843
Long,13183,3491
Lowndes,13185,37057
Lumpkin,13187,9054
Macon,13193,2743
Madison,13195,8039
Marion,13197,1877
McDuffie,13189,6180
McIntosh,13191,2871
Meriwether,13199,5602
Miller,13201,2047
Mitchell,13205,6336
Monroe,13207,7079
Montgomery,13209,2334
Morgan,13211,5643
Murray,13213,13561
Muscogee,13215,46113
Newton,13217,30836
Oconee,13219,10575
Oglethorpe,13221,3768
Paulding,13223,46819
Peach,13225,7950
Pickens,13227,10169
Pierce,13229,6434
Pike,13231,6512
Polk,13233,13787
Pulaski,13235,2708
Putnam,13237,5270
Quitman,13239,554
Rabun,13241,4145
Randolph,13243,1833
Richmond,13245,60765
Rockdale,13247,23798
Schley,13249,1419
Screven,13251,3188
Seminole,13253,2537
Spalding,13255,19344
Stephens,13257,7350
Stewart,13259,3292
Sumter,13261,8763
Talbot,13263,1389
Taliaferro,13265,337
Tattnall,13267,5740
Taylor,13269,2445
Telfair,13271,3549
Terrell,13273,2556
Thomas,13275,14113
Tift,13277,13871
Toombs,13279,8022
Towns,13281,3102
Treutlen,13283,1887
Troup,13285,18820
Turner,13287,3197
Twiggs,13289,1853
Union,13291,6160
Unknown,,12174
Upson,13293,9659
Walker,13295,20143
Walton,13297,26745
Ware,13299,11377
Warren,13301,1295
Washington,13303,5145
Wayne,13305,8893
Webster,13307,545
Wheeler,13309,1593
White,13311,8432
Whitfield,13313,39332
Wilcox,13315,2424
Wilkes,13317,2630
Wilkinson,13319,2673
Worth,13321,5573
Unknown,,62077
Hawaii,15001,42664
Honolulu,15003,264504
Kalawao,15005,1
Kauai,15007,19186
Maui,15009,45547
Unknown,,0
Ada,16001,160587
Adams,16003,824
Bannock,16005,24512
Bear Lake,16007,1176
Benewah,16009,2804
Bingham,16011,11264
Blaine,16013,7325
Boise,16015,1299
Bonner,16017,10298
Bonneville,16019,35683
Boundary,16021,2424
Butte,16023,555
Camas,16025,182
Canyon,16027,70833
Caribou,16029,1667
Cassia,16031,5616
Clark,16033,118
Clearwater,16035,2696
Custer,16037,707
Elmore,16039,9141
Franklin,16041,2594
Fremont,16043,2416
Gem,16045,4266
Gooding,16047,3939
Idaho,16049,3621
Jefferson,16051,6871
Jerome,16053,7131
Kootenai,16055,47326
Latah,16057,7733
Lemhi,16059,1801
Lewis,16061,1412
Lincoln,16063,1303
Madison,16065,13813
Minidoka,16067,4830
Nez Perce,16069,10663
Oneida,16071,966
